playlist_position,video_id,published_at,privacy_status,title_family,is_target_default,normalized_timestamp,old_title,old_description,current_hero,current_boss,current_series,mode,hero_name,boss_name,series_name,verification_status,verification_reason,stt_confidence,stt_raw,final_title,final_description,needs_review,apply,review_notes,pair_score
29,m4TqBIqNZuo,2026-03-31T03:47:06Z,public,formatted_book_of_heroes,FALSE,,Garrosh of Wrath vs Giant Rat – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Giant Rat – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Giant Rat boss fight
[2026 03 15T23 54 35]",Garrosh of Wrath,Giant Rat,Book of Heroes,book_of_heroes,Garrosh,Greatmother Geyah,Book of Heroes,needs_update,trusted_matchup_differs_from_current_title|confidence=low|pair_score=7|metadata_conflicts_pair,low,"What is that? Asic. Oh, bariboy, bariboy, bariboy. And this is where we start. Alright guys, as I said today we're getting bunkhan, which are rice noodles, thick fresh rice noodles.",Garrosh vs Greatmother Geyah – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Featuring the Garrosh vs Greatmother Geyah encounter.

Part of the Hearthstone adventure playlist.",TRUE,FALSE,metadata_conflict_do_not_auto_apply,7
30,MS0YJ8CGAK0,2026-03-31T03:11:13Z,public,formatted_book_of_heroes,FALSE,,Garrosh of Wrath vs Frostfur – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Frostfur – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Frostfur boss fight
[2026 03 16T00 05 50]",Garrosh of Wrath,Frostfur,Book of Heroes,book_of_heroes,Garrosh,Greatmother Geyah,Book of Heroes,needs_update,trusted_matchup_differs_from_current_title|confidence=low|pair_score=7|metadata_conflicts_pair,low,Of the 38 two,Garrosh vs Greatmother Geyah – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Featuring the Garrosh vs Greatmother Geyah encounter.

Part of the Hearthstone adventure playlist.",TRUE,FALSE,metadata_conflict_do_not_auto_apply,7
31,ViJw_5uIAD8,2026-03-31T03:11:55Z,public,formatted_book_of_heroes,FALSE,,Garrosh of Wrath vs Elder Brandlemar – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Elder Brandlemar – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Elder Brandlemar boss fight
[2026 03 16T00 09 48]",Garrosh of Wrath,Elder Brandlemar,Book of Heroes,book_of_heroes,Garrosh,Greatmother Geyah,Book of Heroes,needs_update,trusted_matchup_differs_from_current_title|confidence=low|pair_score=7|metadata_conflicts_pair,low,like he's such a spook bro he's a shit fuck honestly in that movie i call him a shit fuck or they're wearing black,Garrosh vs Greatmother Geyah – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Featuring the Garrosh vs Greatmother Geyah encounter.

Part of the Hearthstone adventure playlist.",TRUE,FALSE,metadata_conflict_do_not_auto_apply,7
32,nrSLPUvfsyc,2026-03-31T03:12:36Z,public,formatted_book_of_heroes,FALSE,,Garrosh of Wrath vs Russell the Bard – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Russell the Bard – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Russell the Bard boss fight
[2026 03 16T00 14 36]",Garrosh of Wrath,Russell the Bard,Book of Heroes,book_of_heroes,Garrosh,Greatmother Geyah,Book of Heroes,needs_update,trusted_matchup_differs_from_current_title|confidence=low|pair_score=7|metadata_conflicts_pair,low,"Do you remember one that I just like loved yeah Um You just got polar bear that polar bear polar bear We're like yeah, it's a I forgot what it was though like it's like what do you see I see something like",Garrosh vs Greatmother Geyah – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Featuring the Garrosh vs Greatmother Geyah encounter.

Part of the Hearthstone adventure playlist.",TRUE,FALSE,metadata_conflict_do_not_auto_apply,7
33,nvPC-T20iUA,2026-03-31T03:13:03Z,public,formatted_book_of_heroes,FALSE,,Garrosh of Wrath vs Wee Whelp – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Wee Whelp – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Wee Whelp boss fight
[2026 03 16T00 22 32]",Garrosh of Wrath,Wee Whelp,Book of Heroes,book_of_heroes,Garrosh,Greatmother Geyah,Book of Heroes,needs_update,trusted_matchup_differs_from_current_title|confidence=low|pair_score=7|metadata_conflicts_pair,low,"I believe in. Yeah, we're going to the cash. Oh, mercy.",Garrosh vs Greatmother Geyah – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Featuring the Garrosh vs Greatmother Geyah encounter.

Part of the Hearthstone adventure playlist.",TRUE,FALSE,metadata_conflict_do_not_auto_apply,7
34,50V88esRb_g,2026-03-31T03:14:31Z,public,formatted_book_of_heroes,FALSE,,Garrosh of Wrath vs Frostfur – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Frostfur – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Frostfur boss fight
[2026 03 16T00 28 03]",Garrosh of Wrath,Frostfur,Book of Heroes,book_of_heroes,Garrosh,Greatmother Geyah,Book of Heroes,needs_update,trusted_matchup_differs_from_current_title|confidence=low|pair_score=7|metadata_conflicts_pair,low,міelo! Miscuit! Brother then!,Garrosh vs Greatmother Geyah – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Featuring the Garrosh vs Greatmother Geyah encounter.

Part of the Hearthstone adventure playlist.",TRUE,FALSE,metadata_conflict_do_not_auto_apply,7
35,7PisVQJUi1I,2026-03-31T03:14:07Z,public,formatted_book_of_heroes,FALSE,,Garrosh of Wrath vs Bristlesnarl – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Bristlesnarl – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Bristlesnarl boss fight
[2026 03 16T01 24 26]",Garrosh of Wrath,Bristlesnarl,Book of Heroes,book_of_heroes,Garrosh,Greatmother Geyah,Book of Heroes,needs_update,trusted_matchup_differs_from_current_title|confidence=low|pair_score=7|metadata_conflicts_pair,low,"I'm afraid this car who see what happens, man",Garrosh vs Greatmother Geyah – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Featuring the Garrosh vs Greatmother Geyah encounter.

Part of the Hearthstone adventure playlist.",TRUE,FALSE,metadata_conflict_do_not_auto_apply,7
36,xSkb89hW4i4,2026-03-31T03:15:34Z,public,formatted_book_of_heroes,FALSE,,Garrosh of Wrath vs Wee Whelp – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Wee Whelp – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Wee Whelp boss fight
[2026 03 16T18 43 22]",Garrosh of Wrath,Wee Whelp,Book of Heroes,book_of_heroes,Garrosh,Greatmother Geyah,Book of Heroes,needs_update,trusted_matchup_differs_from_current_title|confidence=low|pair_score=7|metadata_conflicts_pair,low,I will show you mercy. You're so mean. You're so mean. You're so mean. You're so mean. You're so mean. Agu-mon! You're so mean.,Garrosh vs Greatmother Geyah – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Featuring the Garrosh vs Greatmother Geyah encounter.

Part of the Hearthstone adventure playlist.",TRUE,FALSE,metadata_conflict_do_not_auto_apply,7
37,YOeacM70l90,2026-03-31T03:16:14Z,public,formatted_book_of_heroes,FALSE,,Garrosh of Wrath vs Graves the Cleric – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Graves the Cleric – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Graves the Cleric boss fight
[2026 03 16T18 45 33]",Garrosh of Wrath,Graves the Cleric,Book of Heroes,book_of_heroes,Garrosh,Greatmother Geyah,Book of Heroes,needs_update,trusted_matchup_differs_from_current_title|confidence=low|pair_score=7|metadata_conflicts_pair,low,"When we jump into the sky and the Yamato gets his life, we willizations open up to the sea. Next time I'll get Beijimon, hoping to move Ultra-Kon once more. Today's Deepn Fried World Heat kombin is a new world.",Garrosh vs Greatmother Geyah – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Featuring the Garrosh vs Greatmother Geyah encounter.

Part of the Hearthstone adventure playlist.",TRUE,FALSE,metadata_conflict_do_not_auto_apply,7
38,tgEg_ZlV8JY,2026-03-31T03:17:34Z,public,formatted_book_of_heroes,FALSE,,Garrosh of Wrath vs Pathmaker Hamm – Book of Heroes | Hearthstone | Adventure Mode,"Garrosh of Wrath vs Pathmaker Hamm – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Garrosh of Wrath vs Pathmaker Hamm boss fight
[2026 03 16T18 49 01]",Garrosh of Wrath,Pathmaker Hamm,Book of Heroes,book_of_heroes,Garrosh,Greatmother Geyah,Book of Heroes,needs_update,trusted_matchup_differs_from_current_title|confidence=low|pair_score=7|metadata_conflicts_pair,low,What? Takmakuru? Veralomashiri Forget about it... you'll murder!,Garrosh vs Greatmother Geyah – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Featuring the Garrosh vs Greatmother Geyah encounter.

Part of the Hearthstone adventure playlist.",TRUE,FALSE,metadata_conflict_do_not_auto_apply,7
39,H6Q5cVHSMlc,2026-03-31T03:18:33Z,public,formatted_book_of_heroes,FALSE,,Garrosh of Wrath vs Thaddock the Thief – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",Garrosh of Wrath,Thaddock the Thief,Book of Heroes,book_of_heroes,Garrosh,Greatmother Geyah,Book of Heroes,needs_update,trusted_matchup_differs_from_current_title|confidence=low|pair_score=7|metadata_conflicts_pair,low,This is the Rock the Thief! I will show no mercy! In and out of the shadows!,Garrosh vs Greatmother Geyah – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Featuring the Garrosh vs Greatmother Geyah encounter.

Part of the Hearthstone adventure playlist.",TRUE,FALSE,metadata_conflict_do_not_auto_apply,7
40,XI8dDb-3HWk,2026-03-31T03:20:15Z,public,formatted_book_of_heroes,FALSE,,Garrosh of Wrath vs Waxmancer Sturmi – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",Garrosh of Wrath,Waxmancer Sturmi,Book of Heroes,book_of_heroes,Garrosh,Greatmother Geyah,Book of Heroes,needs_update,trusted_matchup_differs_from_current_title|confidence=low|pair_score=7|metadata_conflicts_pair,low,"Waxman sir, star me! I will show no mercy! I make the pretty pretty's such pretty wax...",Garrosh vs Greatmother Geyah – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Featuring the Garrosh vs Greatmother Geyah encounter.

Part of the Hearthstone adventure playlist.",TRUE,FALSE,metadata_conflict_do_not_auto_apply,7
41,pZ1kev3VSQg,2026-03-31T03:21:14Z,public,formatted_book_of_heroes,FALSE,,Garrosh of Wrath vs Blackseed – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",Garrosh of Wrath,Blackseed,Book of Heroes,book_of_heroes,Garrosh,Greatmother Geyah,Book of Heroes,needs_update,trusted_matchup_differs_from_current_title|confidence=low|pair_score=7|metadata_conflicts_pair,low,"A perfect black sea. If we wish I could call a person, something boy did burn with me. Yuck.",Garrosh vs Greatmother Geyah – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Featuring the Garrosh vs Greatmother Geyah encounter.

Part of the Hearthstone adventure playlist.",TRUE,FALSE,metadata_conflict_do_not_auto_apply,7
42,EuRuxHaeInM,2026-03-31T03:05:20Z,public,default_timestamp,TRUE,2026-03-16 19:24:22,Hearthstone  Heroes of Warcraft   2026 03 16T19 24 22,"Hearthstone  Heroes of Warcraft   2026 03 16T19 24 22 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T19 24 22 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,ged sc,Hearthstone  Heroes of Warcraft   2026 03 16T19 24 22,"Hearthstone  Heroes of Warcraft   2026 03 16T19 24 22 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T19 24 22 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
43,34GIEuLf53A,2026-03-31T03:03:07Z,public,default_timestamp,TRUE,2026-03-16 19:30:54,Hearthstone  Heroes of Warcraft   2026 03 16T19 30 54,"Hearthstone  Heroes of Warcraft   2026 03 16T19 30 54 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T19 30 54 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,Get up! Versus! So the unscathed! Appreciate the details. I will show no mercy! So clever that comes to my ear. Let me...,Hearthstone  Heroes of Warcraft   2026 03 16T19 30 54,"Hearthstone  Heroes of Warcraft   2026 03 16T19 30 54 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T19 30 54 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
44,Jz0aYw3oveE,2026-03-31T03:22:35Z,public,default_timestamp,TRUE,2026-03-16 00:37:59,Hearthstone  Heroes of Warcraft   2026 03 16T00 37 59,"Hearthstone  Heroes of Warcraft   2026 03 16T00 37 59 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T00 37 59 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"He felt mad because he made the coffee. We're in a campground. We made it like double strength. So I was like, what is my fault I drank it?",Hearthstone  Heroes of Warcraft   2026 03 16T00 37 59,"Hearthstone  Heroes of Warcraft   2026 03 16T00 37 59 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T00 37 59 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
45,l2gKlOAbJzc,2026-03-31T03:23:16Z,public,default_timestamp,TRUE,2026-03-16 00:45:38,Hearthstone  Heroes of Warcraft   2026 03 16T00 45 38,"Hearthstone  Heroes of Warcraft   2026 03 16T00 45 38 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T00 45 38 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,Geras小阳 I will show no mercy,Hearthstone  Heroes of Warcraft   2026 03 16T00 45 38,"Hearthstone  Heroes of Warcraft   2026 03 16T00 45 38 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T00 45 38 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
46,0PlvGGBRsto,2026-03-31T03:24:04Z,public,default_timestamp,TRUE,2026-03-16 00:49:53,Hearthstone  Heroes of Warcraft   2026 03 16T00 49 53,"Hearthstone  Heroes of Warcraft   2026 03 16T00 49 53 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T00 49 53 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,8 реш saint recall profiled,Hearthstone  Heroes of Warcraft   2026 03 16T00 49 53,"Hearthstone  Heroes of Warcraft   2026 03 16T00 49 53 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T00 49 53 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
47,BEnj_Y2XzzM,2026-03-31T03:24:57Z,public,default_timestamp,TRUE,2026-03-16 00:53:55,Hearthstone  Heroes of Warcraft   2026 03 16T00 53 55,"Hearthstone  Heroes of Warcraft   2026 03 16T00 53 55 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T00 53 55 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,buy the我 see of the,Hearthstone  Heroes of Warcraft   2026 03 16T00 53 55,"Hearthstone  Heroes of Warcraft   2026 03 16T00 53 55 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T00 53 55 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
48,pjZc4VY6XZs,2026-03-31T03:25:39Z,public,default_timestamp,TRUE,2026-03-16 01:00:11,Hearthstone  Heroes of Warcraft   2026 03 16T01 00 11,"Hearthstone  Heroes of Warcraft   2026 03 16T01 00 11 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T01 00 11 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,looking like total you know what I'm talking about when totals like has his hands out and he's like glowing,Hearthstone  Heroes of Warcraft   2026 03 16T01 00 11,"Hearthstone  Heroes of Warcraft   2026 03 16T01 00 11 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T01 00 11 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
