playlist_position,video_id,published_at,privacy_status,title_family,is_target_default,normalized_timestamp,old_title,old_description,previous_formatted_title,next_formatted_title,suggested_title,suggested_description,confidence,suggestion_basis,apply,review_notes,hero_name,boss_name,final_title,final_description,stt_raw,stt_confidence
152,r7kMbzPZggw,2026-03-30T03:28:35Z,public,default_timestamp,TRUE,2026-03-24 16:28:35,Hearthstone  Heroes of Warcraft   2026 03 24T16 28 35,"Hearthstone  Heroes of Warcraft   2026 03 24T16 28 35 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T16 28 35 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 24T16 28 35,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","Yeah, that trouble would be the fastest. It looks like the geezer's super powerful, so fighting him would get my vote for him. I'm not a twisted scum, are you free plotting over here? Beating a goldman isn't what the magic knights are about!",none
153,YlyApr9sZ3Q,2026-03-30T03:29:13Z,public,default_timestamp,TRUE,2026-03-24 16:31:11,Hearthstone  Heroes of Warcraft   2026 03 24T16 31 11,"Hearthstone  Heroes of Warcraft   2026 03 24T16 31 11 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T16 31 11 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 24T16 31 11,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",Aaahhhhhhhhh! What the heck? Your friends are my 준. Where's everyone else? carr black testing paper!,none
154,YVU5gsEBJT0,2026-03-30T03:29:39Z,public,default_timestamp,TRUE,2026-03-24 17:30:59,Hearthstone  Heroes of Warcraft   2026 03 24T17 30 59,"Hearthstone  Heroes of Warcraft   2026 03 24T17 30 59 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T17 30 59 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 24T17 30 59,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","Throl versus Lachmur. Come, witness the might of my pet, Orc. These people are pink...",none
155,SK5QovnaGFQ,2026-03-30T03:30:05Z,public,default_timestamp,TRUE,2026-03-24 17:38:33,Hearthstone  Heroes of Warcraft   2026 03 24T17 38 33,"Hearthstone  Heroes of Warcraft   2026 03 24T17 38 33 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T17 38 33 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 24T17 38 33,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","King, the protector of the kingdom. So sorry, but for the sake of my dream, we're gonna take you down! Alright. We'll bu-",none
156,HvbIGvPZE0I,2026-03-30T03:31:23Z,public,default_timestamp,TRUE,2026-03-24 17:44:27,Hearthstone  Heroes of Warcraft   2026 03 24T17 44 27,"Hearthstone  Heroes of Warcraft   2026 03 24T17 44 27 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T17 44 27 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 24T17 44 27,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",Much of anything useful. Bulls are killing it today. We should have bit more. You said that your knights were junior ranked majors. Certainly nothing junior about the chest on that one.,none
157,JrffGIUEhfo,2026-03-30T03:31:45Z,public,default_timestamp,TRUE,2026-03-24 17:53:41,Hearthstone  Heroes of Warcraft   2026 03 24T17 53 41,"Hearthstone  Heroes of Warcraft   2026 03 24T17 53 41 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T17 53 41 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 24T17 53 41,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",You and your buddies there sure don't look like magic knights. I know why they're here But what do you people want with the underwater temple the same thing that they do We're here for the magic stone too,none
158,M_q0lSPoM9g,2026-03-30T03:32:17Z,public,default_timestamp,TRUE,2026-03-24 18:02:08,Hearthstone  Heroes of Warcraft   2026 03 24T18 02 08,"Hearthstone  Heroes of Warcraft   2026 03 24T18 02 08 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T18 02 08 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 24T18 02 08,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",No! No! No! No! No!,none
159,Ri84OMXBRWg,2026-03-30T03:32:48Z,public,default_timestamp,TRUE,2026-03-25 20:44:25,Hearthstone  Heroes of Warcraft   2026 03 25T20 44 25,"Hearthstone  Heroes of Warcraft   2026 03 25T20 44 25 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T20 44 25 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 25T20 44 25,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","You're defilement cannot stand. I am sorry that it has come to this. No, you're not.",none
160,2Tw2hRNwdG4,2026-03-30T03:33:09Z,public,default_timestamp,TRUE,2026-03-25 20:51:35,Hearthstone  Heroes of Warcraft   2026 03 25T20 51 35,"Hearthstone  Heroes of Warcraft   2026 03 25T20 51 35 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T20 51 35 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 25T20 51 35,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",,none
161,phYfXuS6xFU,2026-03-30T03:33:30Z,public,default_timestamp,TRUE,2026-03-25 21:10:26,Hearthstone  Heroes of Warcraft   2026 03 25T21 10 26,"Hearthstone  Heroes of Warcraft   2026 03 25T21 10 26 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T21 10 26 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 25T21 10 26,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","Brother, what are you doing here? I've come to stop you. You might been waiting to tear from your fragile body.",none
162,Yg_QZFbKIUk,2026-03-30T03:34:20Z,public,default_timestamp,TRUE,2026-03-25 21:21:26,Hearthstone  Heroes of Warcraft   2026 03 25T21 21 26,"Hearthstone  Heroes of Warcraft   2026 03 25T21 21 26 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T21 21 26 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 25T21 21 26,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",I won't give up! That's incredible. How is he standing?,none
163,lVKKRcExfsw,2026-03-30T03:34:36Z,public,default_timestamp,TRUE,2026-03-25 21:36:56,Hearthstone  Heroes of Warcraft   2026 03 25T21 36 56,"Hearthstone  Heroes of Warcraft   2026 03 25T21 36 56 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T21 36 56 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 25T21 36 56,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","Now, Fury and Versus, Ragnar Rose! We must join the Fire Lord from our realm! Hamul and I will do everything in...",none
164,utpCevEi3Lo,2026-03-30T03:34:58Z,public,default_timestamp,TRUE,2026-03-25 21:42:51,Hearthstone  Heroes of Warcraft   2026 03 25T21 42 51,"Hearthstone  Heroes of Warcraft   2026 03 25T21 42 51 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T21 42 51 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,Malfurion,Ragnaros,Malfurion vs Ragnaros – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",Malfurion vs. Ragnarose! We must join the fire lord from our realm! I'm old and I will do everything in a-,high
165,JSBgr2T2CAk,2026-03-30T03:35:11Z,public,default_timestamp,TRUE,2026-03-25 21:49:17,Hearthstone  Heroes of Warcraft   2026 03 25T21 49 17,"Hearthstone  Heroes of Warcraft   2026 03 25T21 49 17 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T21 49 17 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 25T21 49 17,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",This is Radner Rose! We must drive the fire lord from our room! Hamul and I will do everything in our power.,none
166,02tdf60_ShY,2026-03-30T03:35:42Z,public,default_timestamp,TRUE,2026-03-25 21:57:00,Hearthstone  Heroes of Warcraft   2026 03 25T21 57 00,"Hearthstone  Heroes of Warcraft   2026 03 25T21 57 00 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T21 57 00 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 25T21 57 00,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",And rot from me! Who's despairing now? That's April Hustle-,none
167,bjVXmmR0-5g,2026-03-30T03:37:29Z,public,default_timestamp,TRUE,2026-03-25 22:07:31,Hearthstone  Heroes of Warcraft   2026 03 25T22 07 31,"Hearthstone  Heroes of Warcraft   2026 03 25T22 07 31 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T22 07 31 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 25T22 07 31,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",Ah! Ah! Hmm! We've seen this before. Not even the Magic Knight Capins could stop it then. It's like their leader's power. Except even more savage!,none
168,eAtvysus0lw,2026-03-30T03:39:25Z,public,default_timestamp,TRUE,2026-03-25 22:16:49,Hearthstone  Heroes of Warcraft   2026 03 25T22 16 49,"Hearthstone  Heroes of Warcraft   2026 03 25T22 16 49 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T22 16 49 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 25T22 16 49,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",Unmagic. Dark soul. Dimension SLAM! Thanks for toughening up my squab-,none
169,kQa6U4nw3vY,2026-03-30T03:39:55Z,public,default_timestamp,TRUE,2026-03-25 22:22:01,Hearthstone  Heroes of Warcraft   2026 03 25T22 22 01,"Hearthstone  Heroes of Warcraft   2026 03 25T22 22 01 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T22 22 01 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 25T22 22 01,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","I haven't felt that pain since saucy village. I was wondering where you'd gone off to, Nero. Looks like you were busy finding the magic stone. Good job.",none
170,gIHq8EWRcmg,2026-03-30T03:40:18Z,public,default_timestamp,TRUE,2026-03-25 22:35:48,Hearthstone  Heroes of Warcraft   2026 03 25T22 35 48,"Hearthstone  Heroes of Warcraft   2026 03 25T22 35 48 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T22 35 48 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 25T22 35 48,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","I'm once totally recovered. Oh, no. No. It really is nice having somebody thank you. I'm so overwhelmed. I'm sorry, Colonel.",none
171,XR9i4fk3mtQ,2026-03-30T03:40:42Z,public,default_timestamp,TRUE,2026-03-25 22:41:14,Hearthstone  Heroes of Warcraft   2026 03 25T22 41 14,"Hearthstone  Heroes of Warcraft   2026 03 25T22 41 14 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T22 41 14 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 25T22 41 14,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","I guess we'll have my headband back up. Come on, I've got two broken arms, remember? Hey, Captain, where are you going, sir? You can't just leave me here.",none
172,5qz9p2J9QKQ,2026-03-30T03:41:02Z,public,default_timestamp,TRUE,2026-03-25 22:51:15,Hearthstone  Heroes of Warcraft   2026 03 25T22 51 15,"Hearthstone  Heroes of Warcraft   2026 03 25T22 51 15 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T22 51 15 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 25T22 51 15,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","after you were captured. And the mysterious stone tablet that was hidden there? Oh, they have something? According to our captives, they call the gems embedded in that tablet Magic Stones. They believe...",none
173,IbRnpGRY9DA,2026-03-30T03:42:12Z,public,default_timestamp,TRUE,2026-03-25 22:59:58,Hearthstone  Heroes of Warcraft   2026 03 25T22 59 58,"Hearthstone  Heroes of Warcraft   2026 03 25T22 59 58 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T22 59 58 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 25T22 59 58,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","Who's that? Who brings you here, stranger?",none
174,h16o38YlgCY,2026-03-30T03:42:37Z,public,default_timestamp,TRUE,2026-03-25 23:03:00,Hearthstone  Heroes of Warcraft   2026 03 25T23 03 00,"Hearthstone  Heroes of Warcraft   2026 03 25T23 03 00 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 25T23 03 00 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 25T23 03 00,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",Ha ha ha! Move quickly but don't break formation! Everyone keep your 10 troop attuned! Defense majors deploy barrier magic where watching for long distance spells!,none
175,ydBxTHWBqZ4,2026-03-30T03:43:08Z,public,default_timestamp,TRUE,2026-03-26 15:30:45,Hearthstone  Heroes of Warcraft   2026 03 26T15 30 45,"Hearthstone  Heroes of Warcraft   2026 03 26T15 30 45 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 26T15 30 45 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 26T15 30 45,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",,none
176,mbp-avD87Ko,2026-03-30T03:43:46Z,public,default_timestamp,TRUE,2026-03-26 15:33:40,Hearthstone  Heroes of Warcraft   2026 03 26T15 33 40,"Hearthstone  Heroes of Warcraft   2026 03 26T15 33 40 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 26T15 33 40 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 26T15 33 40,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","The Tomb Guardian! Follow me, YS! Obtained the eye of Sagares before the Tomb Guardian awakens. Guardians!",none
177,BC1lv1nhbqk,2026-03-30T03:45:34Z,public,default_timestamp,TRUE,2026-03-26 22:35:15,Hearthstone  Heroes of Warcraft   2026 03 26T22 35 15,"Hearthstone  Heroes of Warcraft   2026 03 26T22 35 15 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 26T22 35 15 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 26T22 35 15,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",Illetin! Versus Arthas! I'll show them all. Demons have no power over me. I repelled them once.,none
178,qg_XMlDYp4M,2026-03-30T03:46:33Z,public,default_timestamp,TRUE,2026-03-26 23:07:22,Hearthstone  Heroes of Warcraft   2026 03 26T23 07 22,"Hearthstone  Heroes of Warcraft   2026 03 26T23 07 22 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 26T23 07 22 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 26T23 07 22,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","The rest take Andreas. Come no further, weakling! Demons always so quick to underestimate.",none
179,HY2dnE4wDkU,2026-03-30T03:46:58Z,public,default_timestamp,TRUE,2026-03-26 23:25:42,Hearthstone  Heroes of Warcraft   2026 03 26T23 25 42,"Hearthstone  Heroes of Warcraft   2026 03 26T23 25 42 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 26T23 25 42 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,Illidan,,Illidan – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","Versus my end! So you've made it at last. I knew you would. You have much to pay for, Illidan. I'm taking you back...",low
180,wlgEXzVA3js,2026-03-30T03:47:40Z,public,default_timestamp,TRUE,2026-03-26 23:57:18,Hearthstone  Heroes of Warcraft   2026 03 26T23 57 18,"Hearthstone  Heroes of Warcraft   2026 03 26T23 57 18 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 26T23 57 18 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,Malfurion,,Malfurion – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","Versus Nalfurion! It is over, brother. No. The spell is not done.",low
181,UKjcs1dqSVY,2026-03-30T03:49:49Z,public,default_timestamp,TRUE,2026-03-27 0:20:34,Hearthstone  Heroes of Warcraft   2026 03 27T00 20 34,"Hearthstone  Heroes of Warcraft   2026 03 27T00 20 34 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 27T00 20 34 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 27T00 20 34,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","Illetin vs Maghtaridon! My might cannot be denied. Indeed, Bashov.",none
182,7oOn6pHalw8,2026-03-30T03:50:19Z,public,default_timestamp,TRUE,2026-03-27 0:49:49,Hearthstone  Heroes of Warcraft   2026 03 27T00 49 49,"Hearthstone  Heroes of Warcraft   2026 03 27T00 49 49 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 27T00 49 49 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,Illidan,,Illidan – Book of Heroes | Hearthstone | Adventure Mode,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","Illidan vs a new Barack! Hello again. Ah, this. You look different, Illidan.",low
183,xF2LZSYLzBo,2026-03-30T03:50:46Z,public,default_timestamp,TRUE,2026-03-27 0:58:25,Hearthstone  Heroes of Warcraft   2026 03 27T00 58 25,"Hearthstone  Heroes of Warcraft   2026 03 27T00 58 25 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 27T00 58 25 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 27T00 58 25,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","Illetin! Versus! Arthas! The hour has come at last. After today, the scourge will meet...",none
184,y8bY3sNe0xU,2026-03-31T04:07:22Z,private,default_timestamp,TRUE,2026-03-15 23:18:12,Hearthstone  Heroes of Warcraft   2026 03 15T23 18 12,"Hearthstone  Heroes of Warcraft   2026 03 15T23 18 12 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 15T23 18 12 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 15T23 18 12,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",,none
185,PZbp5G7Imuk,2026-04-04T15:34:55Z,private,default_timestamp,TRUE,2026-03-16 22:13:00,Hearthstone  Heroes of Warcraft   2026 03 16T22 13 00,"Hearthstone  Heroes of Warcraft   2026 03 16T22 13 00 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 16T22 13 00 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 16T22 13 00,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",,none
